% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.001104           5       234        69 access
  0.00    0.000040           4         9           arch_prctl
  0.00    0.000019           5         4           bind
  0.00    0.000153           4        38           brk
  0.00    0.000013           3         5           chdir
  0.00    0.000015           4         4           clock_getres
  0.00    0.005559          29       193           clone
  0.01    0.046697           4     13301           close
  0.00    0.003435          25       138       122 connect
  0.00    0.000724           6       116           dup2
  0.00    0.000176           8        23        14 execve
  0.00    0.000036          18         2           faccessat
  0.00    0.000048           6         8           fchdir
  0.01    0.036008          11      3279           fcntl
  0.01    0.039234           2     16739           fstat
  0.00    0.000078          13         6           ftruncate
 87.73  324.224665        1559    207965     23281 futex
  0.00    0.000025           3         9           getcwd
  0.04    0.140602           7     19322           getdents
  0.00    0.000014           5         3           getegid
  0.00    0.000084           6        15           geteuid
  0.00    0.000015           5         3           getgid
  0.00    0.000031           3         9           getpid
  0.00    0.000015           8         2           getppid
  0.00    0.000549           5       111         2 getsockname
  0.00    0.000631           6       101           getsockopt
  0.00    0.000913           5       176           gettid
  0.00    0.000017           3         5           getuid
  0.00    0.000336           4        79         3 ioctl
  0.00    0.000019          10         2           kill
  0.01    0.047497           2     28036        47 lseek
  0.10    0.351161           4     88230        18 lstat
  0.00    0.002587          19       138           madvise
  0.00    0.000016           8         2         2 mkdir
  0.01    0.021135           8      2772           mmap
  0.01    0.048671           7      7209           mprotect
  0.00    0.004635           5       854           munmap
  0.02    0.073533           5     14032       694 openat
  0.00    0.000171          11        16           pipe
  0.00    0.001471          13       114           poll
  0.00    0.001471           8       174           prctl
  0.00    0.000068           4        18           prlimit64
  0.04    0.133641           3     41003           read
  0.00    0.000232           5        49         2 readlink
  8.65   31.951536       19895      1606           recvfrom
  0.00    0.016454        1097        15           recvmsg
  0.00    0.000559           4       135           rt_sigaction
  0.00    0.003107           5       647           rt_sigprocmask
  0.00    0.000413           4       117           rt_sigreturn
  0.00    0.002846           8       359           sched_getaffinity
  0.00    0.000000           0         1           sched_setaffinity
  1.77    6.553679          18    368227           sched_yield
  0.00    0.000000           0         1           sendmmsg
  0.01    0.046592          36      1309           sendto
  0.00    0.001124           6       181           set_robust_list
  0.00    0.000010           3         3           set_tid_address
  0.00    0.005039          17       303           setsockopt
  0.00    0.000000           0         1           shutdown
  0.52    1.927771       14071       137           socket
  0.00    0.000000           0         2           socketpair
  0.19    0.702801           4    162546      3097 stat
  0.00    0.000033           7         5           sysinfo
  0.00    0.000008           2         5           uname
  0.00    0.000069          23         3           unlink
  0.00    0.000603           3       191           utimes
  0.85    3.143499      184912        17           wait4
  0.01    0.027909           2     14814           write
------ ----------- ----------- --------- --------- ----------------
100.00  369.571596                995173     27351 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000842           4       234        69 access
  0.00    0.000039           4         9           arch_prctl
  0.00    0.000025           6         4           bind
  0.00    0.000177           5        38           brk
  0.00    0.000023           5         5           chdir
  0.00    0.000029           7         4           clock_getres
  0.00    0.004827          25       193           clone
  0.01    0.052537           4     13297           close
  0.00    0.006028          44       138       122 connect
  0.00    0.000680           6       116           dup2
  0.00    0.000058           3        23        14 execve
  0.00    0.000035          18         2           faccessat
  0.00    0.000042           5         8           fchdir
  0.00    0.007762           2      3279           fcntl
  0.01    0.048917           3     16735           fstat
  0.00    0.000071          12         6           ftruncate
 90.18  583.163481        2738    213018     26045 futex
  0.00    0.000031           3         9           getcwd
  0.02    0.160216           8     19322           getdents
  0.00    0.000016           5         3           getegid
  0.00    0.000087           6        15           geteuid
  0.00    0.000017           6         3           getgid
  0.00    0.000028           3         9           getpid
  0.00    0.000014           7         2           getppid
  0.00    0.000915           8       111         2 getsockname
  0.00    0.000694           7       101           getsockopt
  0.00    0.000831           5       176           gettid
  0.00    0.000020           4         5           getuid
  0.00    0.000319           4        74         3 ioctl
  0.00    0.000018           9         2           kill
  0.01    0.049624           2     28004        47 lseek
  0.06    0.390170           4     88230        18 lstat
  0.00    0.004281          27       161           madvise
  0.00    0.000015           8         2         2 mkdir
  0.00    0.018373           7      2765           mmap
  0.01    0.040614           5      7404           mprotect
  0.00    0.004185           5       848           munmap
  0.01    0.072093           5     14028       694 openat
  0.00    0.000122           8        16           pipe
  0.00    0.002564          22       118           poll
  0.00    0.001308           8       174           prctl
  0.00    0.000097           5        18           prlimit64
  0.02    0.126077           3     40885           read
  0.00    0.000214           4        49         2 readlink
  5.34   34.554224       22009      1570           recvfrom
  0.00    0.008370         837        10           recvmsg
  0.00    0.000668           5       135           rt_sigaction
  0.00    0.002681           4       649           rt_sigprocmask
  0.00    0.000455           4       121           rt_sigreturn
  0.00    0.002756           8       359           sched_getaffinity
  0.00    0.000000           0         1           sched_setaffinity
  2.89   18.701406          20    927136           sched_yield
  0.00    0.000067          67         1           sendmmsg
  0.01    0.072305          55      1311           sendto
  0.00    0.000873           5       181           set_robust_list
  0.00    0.000010           3         3           set_tid_address
  0.00    0.009399          31       303           setsockopt
  0.00    0.000000           0         1           shutdown
  0.24    1.582736       11553       137           socket
  0.00    0.000000           0         2           socketpair
  0.12    0.775767           5    162546      3097 stat
  0.00    0.000057          11         5           sysinfo
  0.00    0.000011           2         5           uname
  0.00    0.000096          32         3           unlink
  0.00    0.001294           7       191           utimes
  1.05    6.794842      399697        17           wait4
  0.01    0.035127           2     14828           write
------ ----------- ----------- --------- --------- ----------------
100.00  646.701660               1559158     30115 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000564           2       234        69 access
  0.00    0.000006           1         9           arch_prctl
  0.00    0.000026           7         4           bind
  0.00    0.000050           1        38           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000009           2         4           clock_getres
  0.00    0.005645          29       193           clone
  0.01    0.039443           3     13296           close
  0.00    0.007182          52       138       122 connect
  0.00    0.000979           8       116           dup2
  0.00    0.000000           0        23        14 execve
  0.00    0.000000           0         2           faccessat
  0.00    0.000016           2         8           fchdir
  0.01    0.033903          10      3279           fcntl
  0.01    0.035380           2     16735           fstat
  0.00    0.000038           6         6           ftruncate
 86.84  343.049210        1655    207276     24204 futex
  0.00    0.000013           1         9           getcwd
  0.03    0.138005           7     19322           getdents
  0.00    0.000000           0         3           getegid
  0.00    0.000017           1        15           geteuid
