% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000061           3        23        14 execve
  0.00    0.000055          11         5           sysinfo
  0.00    0.000042           1        59           rt_sigreturn
  0.00    0.000038           5         8           fchdir
  0.00    0.000038           3        15           geteuid
  0.00    0.000022           2         9           getpid
  0.00    0.000022           4         5           uname
  0.00    0.000021           5         4           clock_getres
  0.00    0.000018           1        13         2 getsockname
  0.00    0.000018           2         9           getcwd
  0.00    0.000013           1         9           arch_prctl
  0.00    0.000012           3         4           bind
  0.00    0.000012           1         9           setsockopt
  0.00    0.000012           6         2         2 mkdir
  0.00    0.000009           1        16           pipe
  0.00    0.000009           9         1           sendmmsg
  0.00    0.000008           2         5           getuid
  0.00    0.000007           7         1           sched_setaffinity
  0.00    0.000007           2         3           set_tid_address
  0.00    0.000004           1         3           unlink
  0.00    0.000003           1         3           getsockopt
  0.00    0.000003           1         3           getgid
  0.00    0.000003           1         3           getegid
  0.00    0.000000           0         1           shutdown
  0.00    0.000000           0         2           socketpair
  0.00    0.000000           0         5           chdir
  0.00    0.000000           0         2           getppid
  0.00    0.000000           0         2           faccessat
------ ----------- ----------- --------- --------- ----------------
100.00  106.483972                673019     29543 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 94.17  137.117537         648    211742     26885 futex
  4.66    6.780532           9    770630           sched_yield
  0.30    0.441375       25963        17           wait4
  0.30    0.439848           3    162048      3097 stat
  0.18    0.255781         250      1024           recvfrom
  0.15    0.214987           2     87930        18 lstat
  0.06    0.085893           4     19118           getdents
  0.04    0.065208           2     40965           read
  0.03    0.038550           3     13927       694 openat
  0.02    0.026663           2     13098           close
  0.02    0.024835           1     16633           fstat
  0.02    0.023061           2     14341           write
  0.02    0.022909           1     28004        47 lseek
  0.02    0.022006          22      1019           sendto
  0.01    0.017947           3      6864           mprotect
  0.01    0.011490           5      2369           mmap
  0.01    0.008415         842        10           recvmsg
  0.00    0.002283           3       744           munmap
  0.00    0.001989           1      2887           fcntl
  0.00    0.001209          25        49           madvise
  0.00    0.000720           4       191           utimes
  0.00    0.000597           3       234        69 access
  0.00    0.000389           2       163           sched_getaffinity
  0.00    0.000382           4        95           clone
  0.00    0.000357           3       135           rt_sigaction
  0.00    0.000295           1       256           rt_sigprocmask
  0.00    0.000224           5        42        25 connect
  0.00    0.000219           9        24           poll
  0.00    0.000215           3        76           prctl
  0.00    0.000176           4        49         2 readlink
  0.00    0.000146           2        78           gettid
  0.00    0.000110          37         3           unlink
  0.00    0.000108           1        83           set_robust_list
  0.00    0.000093           4        23        14 execve
  0.00    0.000082           2        38           brk
  0.00    0.000082           2        40           socket
  0.00    0.000068           4        16           pipe
  0.00    0.000055           1        59           rt_sigreturn
  0.00    0.000047           3        18           prlimit64
  0.00    0.000044           7         6           ftruncate
  0.00    0.000032           2        15           geteuid
  0.00    0.000031           2        13         2 getsockname
  0.00    0.000023           3         8           fchdir
  0.00    0.000019           4         5           sysinfo
  0.00    0.000017           0        77         2 ioctl
  0.00    0.000017           2         9           arch_prctl
  0.00    0.000015           4         4           bind
  0.00    0.000011           1         9           getpid
  0.00    0.000010           5         2         2 mkdir
  0.00    0.000010           3         4           clock_getres
  0.00    0.000009           3         3           set_tid_address
  0.00    0.000008           4         2           faccessat
  0.00    0.000007           1         9           getcwd
  0.00    0.000006           1         5           chdir
  0.00    0.000006           1         5           getuid
  0.00    0.000005           2         3           getgid
  0.00    0.000005           2         3           getegid
  0.00    0.000004           2         2           getppid
  0.00    0.000003           1         5           uname
  0.00    0.000001           0        18           dup2
  0.00    0.000000           0         1           shutdown
  0.00    0.000000           0         2           socketpair
  0.00    0.000000           0         9           setsockopt
  0.00    0.000000           0         3           getsockopt
  0.00    0.000000           0         1           sched_setaffinity
  0.00    0.000000           0         1           sendmmsg
------ ----------- ----------- --------- --------- ----------------
100.00  145.607166               1395266     30857 total
