% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000653           3       234        69 access
  0.00    0.000007           1         9           arch_prctl
  0.00    0.000013           3         4           bind
  0.00    0.000105           3        38           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000024           6         4           clock_getres
  0.00    0.004003          25       157           clone
  0.02    0.040952           3     13262           close
  0.00    0.008719          84       104        87 connect
  0.00    0.000309           4        80           dup2
  0.00    0.000011           0        23        14 execve
  0.00    0.000000           0         2           faccessat
  0.00    0.000046           6         8           fchdir
  0.00    0.008573           3      3135           fcntl
  0.02    0.035619           2     16735           fstat
  0.00    0.000079          13         6           ftruncate
 87.35  163.966702         815    201092     22064 futex
  0.00    0.000018           2         9           getcwd
  0.07    0.130470           7     19322           getdents
  0.00    0.000006           2         3           getegid
  0.00    0.000052           3        15           geteuid
  0.00    0.000006           2         3           getgid
  0.00    0.000023           3         9           getpid
  0.00    0.000000           0         2           getppid
  0.00    0.001383          18        75         2 getsockname
  0.00    0.000897          14        65           getsockopt
  0.00    0.000570           4       140           gettid
  0.00    0.000011           2         5           getuid
  0.00    0.000071           1        76         3 ioctl
  0.00    0.000020          10         2           kill
  0.02    0.044794           2     28006        47 lseek
  0.18    0.329333           4     88214        18 lstat
  0.00    0.002642          24       108           madvise
  0.00    0.000017           9         2         2 mkdir
  0.01    0.018890           7      2641           mmap
  0.02    0.031542           5      6951           mprotect
  0.00    0.003500           4       812           munmap
  0.04    0.073164           5     14028       694 openat
  0.00    0.000076           5        16           pipe
  0.00    0.004616          59        78           poll
  0.00    0.000737           5       138           prctl
  0.00    0.000074           4        18           prlimit64
  0.06    0.106709           3     40929           read
  0.00    0.000272           6        49         2 readlink
 10.76   20.195782       14163      1426           recvfrom
  0.00    0.006907         691        10           recvmsg
  0.00    0.000206           2       135           rt_sigaction
  0.00    0.001745           3       503           rt_sigprocmask
  0.00    0.000313           4        86           rt_sigreturn
  0.00    0.001665           6       287           sched_getaffinity
  0.00    0.000000           0         1           sched_setaffinity
  0.05    0.094535           8     12274           sched_yield
  0.00    0.000012          12         1           sendmmsg
  0.03    0.049459          41      1201           sendto
  0.00    0.000564           4       145           set_robust_list
  0.00    0.000007           2         3           set_tid_address
  0.01    0.013450          69       195           setsockopt
  0.00    0.000000           0         1           shutdown
  0.48    0.906359        8886       102           socket
  0.00    0.000001           1         2           socketpair
  0.35    0.656992           4    162514      3097 stat
  0.00    0.000032           6         5           sysinfo
