% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.003127          28       112           poll
  0.00    0.001281           8       170           prctl
  0.00    0.000076           4        18           prlimit64
  0.04    0.108177           3     40967           read
  0.00    0.000790          16        49         2 readlink
 12.74   31.287378       19852      1576           recvfrom
  0.00    0.008250         825        10           recvmsg
  0.00    0.000330           2       135           rt_sigaction
  0.00    0.003104           5       631           rt_sigprocmask
  0.00    0.000109           1        94           rt_sigreturn
  0.00    0.002743           8       351           sched_getaffinity
  0.00    0.000000           0         1           sched_setaffinity
  1.32    3.249713          17    187956           sched_yield
  0.00    0.000050          50         1           sendmmsg
  0.03    0.074271          57      1298           sendto
  0.00    0.000891           5       177           set_robust_list
  0.00    0.000005           2         3           set_tid_address
  0.02    0.046730         161       291           setsockopt
  0.00    0.000002           2         1           shutdown
  0.66    1.625409       12130       134           socket
  0.00    0.000028          14         2           socketpair
  0.26    0.642312           4    162538      3097 stat
  0.00    0.000016           3         5           sysinfo
  0.00    0.000015           3         5           uname
  0.00    0.000005           2         3           unlink
  0.00    0.001353           7       191           utimes
  0.46    1.140620       67095        17           wait4
  0.01    0.034465           2     14793           write
------ ----------- ----------- --------- --------- ----------------
100.00  245.636716                811006     27255 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000872           4       234        69 access
  0.00    0.000013           1         9           arch_prctl
  0.00    0.000030           8         4           bind
  0.00    0.000158           4        38           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000017           4         4           clock_getres
  0.00    0.002244          12       189           clone
  0.02    0.043008           3     13289           close
  0.01    0.012560          94       134       118 connect
  0.00    0.000691           6       112           dup2
  0.00    0.000105           5        23        14 execve
  0.00    0.000000           0         2           faccessat
  0.00    0.000051           6         8           fchdir
  0.01    0.013823           4      3263           fcntl
  0.02    0.037530           2     16731           fstat
  0.00    0.000254          42         6           ftruncate
 82.81  183.626104         913    201099     22609 futex
  0.00    0.000011           1         9           getcwd
  0.06    0.129615           7     19322           getdents
  0.00    0.000000           0         3           getegid
  0.00    0.000044           3        15           geteuid
  0.00    0.000000           0         3           getgid
  0.00    0.000007           1         9           getpid
  0.00    0.000000           0         2           getppid
  0.00    0.002207          21       107         2 getsockname
  0.00    0.002365          24        97           getsockopt
  0.00    0.000692           4       172           gettid
  0.00    0.000000           0         5           getuid
  0.00    0.000075           1        74         3 ioctl
  0.00    0.000021          11         2           kill
  0.02    0.042179           2     27974        47 lseek
  0.15    0.336827           4     88226        18 lstat
  0.00    0.003252          20       161           madvise
  0.00    0.000020          10         2         2 mkdir
  0.01    0.023534           9      2766           mmap
  0.02    0.038801           5      7157           mprotect
  0.00    0.004221           5       863           munmap
  0.03    0.062450           4     14024       694 openat
  0.00    0.000027           2        16           pipe
  0.00    0.005327          48       110           poll
  0.00    0.001076           6       170           prctl
  0.00    0.000099           6        18           prlimit64
  0.05    0.115623           3     40916           read
  0.00    0.000151           3        49         2 readlink
 15.26   33.849778       22124      1530           recvfrom
  0.00    0.008475         848        10           recvmsg
  0.00    0.000689           5       135           rt_sigaction
  0.00    0.002132           3       633           rt_sigprocmask
  0.00    0.000319           4        87           rt_sigreturn
  0.00    0.002111           6       351           sched_getaffinity
  0.00    0.000000           0         1           sched_setaffinity
  0.02    0.043496           8      5463           sched_yield
  0.00    0.000062          62         1           sendmmsg
  0.03    0.062697          48      1297           sendto
  0.00    0.000789           4       177           set_robust_list
  0.00    0.000012           4         3           set_tid_address
  0.01    0.019405          67       291           setsockopt
  0.00    0.000000           0         1           shutdown
  0.69    1.528006       11489       133           socket
  0.00    0.000001           1         2           socketpair
  0.31    0.686229           4    162538      3097 stat
  0.00    0.000044           9         5           sysinfo
  0.00    0.000000           0         5           uname
  0.00    0.000005           2         3           unlink
  0.00    0.001199           6       191           utimes
  0.45    0.997725       58690        17           wait4
  0.02    0.046047           3     14700           write
------ ----------- ----------- --------- --------- ----------------
100.00  221.755305                624996     26675 total
