% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.01    0.014930           2      6710           mprotect
  0.01    0.011703          10      1179           sched_yield
  0.01    0.008406         841        10           recvmsg
  0.01    0.007251           3      2377           mmap
  0.00    0.004878          26       191           utimes
  0.00    0.002994           1      2895           fcntl
  0.00    0.002171           3       743           munmap
  0.00    0.001345          22        62           madvise
  0.00    0.000454           2       234        69 access
  0.00    0.000397           2       167           sched_getaffinity
  0.00    0.000382           1       265           rt_sigprocmask
  0.00    0.000368           9        42        26 connect
  0.00    0.000306           3        97           clone
  0.00    0.000178           2        78           prctl
  0.00    0.000149           2        80           gettid
  0.00    0.000143           7        22           poll
  0.00    0.000138           3        49         2 readlink
  0.00    0.000120           3        41           socket
  0.00    0.000117           2        73           rt_sigreturn
  0.00    0.000111           1        85           set_robust_list
  0.00    0.000105           1       135           rt_sigaction
  0.00    0.000075           4        20           dup2
  0.00    0.000048          48         1           sendmmsg
  0.00    0.000046          15         3           unlink
  0.00    0.000044           3        15         2 getsockname
  0.00    0.000043           1        38           brk
  0.00    0.000030           2        18           prlimit64
  0.00    0.000029           6         5           sysinfo
  0.00    0.000027           0        74         3 ioctl
  0.00    0.000025           2        15           setsockopt
  0.00    0.000022           6         4           bind
  0.00    0.000017           3         5           getsockopt
  0.00    0.000016           3         6           ftruncate
  0.00    0.000014           3         5           chdir
  0.00    0.000012           1        15           geteuid
  0.00    0.000011           3         4           clock_getres
  0.00    0.000010           1         9           getpid
  0.00    0.000009           2         5           uname
  0.00    0.000006           0        16           pipe
  0.00    0.000005           0        23        14 execve
  0.00    0.000005           1         8           fchdir
  0.00    0.000004           1         5           getuid
  0.00    0.000004           1         3           getgid
  0.00    0.000004           0         9           arch_prctl
  0.00    0.000003           2         2         2 mkdir
  0.00    0.000003           1         3           getegid
  0.00    0.000002           0         9           getcwd
  0.00    0.000000           0         1           shutdown
  0.00    0.000000           0         2           socketpair
  0.00    0.000000           0         2           getppid
  0.00    0.000000           0         1           sched_setaffinity
  0.00    0.000000           0         3           set_tid_address
  0.00    0.000000           0         2           faccessat
------ ----------- ----------- --------- --------- ----------------
100.00  107.879251                622890     29411 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
 95.66  131.632164         628    209750     25883 futex
  2.85    3.921189           9    450385           sched_yield
  0.40    0.552829         547      1010           recvfrom
  0.33    0.460111       27065        17           wait4
  0.31    0.432269           3    162216      3097 stat
  0.16    0.217164           2     88038        18 lstat
  0.07    0.089459           5     19214           getdents
  0.06    0.082298           2     41016           read
  0.03    0.041474           3     13977       694 openat
  0.02    0.029122           1     28038        47 lseek
  0.02    0.027654           2     13151           close
  0.02    0.025930           2     16685           fstat
  0.02    0.023897          23      1022           sendto
  0.01    0.017814           1     14346           write
  0.01    0.015541           2      6564           mprotect
  0.01    0.008407           4      2387           mmap
  0.01    0.008355         836        10           recvmsg
  0.00    0.002095           1      2895           fcntl
  0.00    0.002009           3       750           munmap
  0.00    0.001465          21        69           madvise
  0.00    0.000821           5       167           sched_getaffinity
  0.00    0.000759           8        97           clone
  0.00    0.000739           4       191           utimes
  0.00    0.000642          14        46        28 connect
  0.00    0.000618           3       234        69 access
  0.00    0.000496           2       264           rt_sigprocmask
  0.00    0.000402           3       135           rt_sigaction
  0.00    0.000387           5        78           prctl
  0.00    0.000257          13        20           poll
  0.00    0.000183           2        80           gettid
  0.00    0.000171           2        80           rt_sigreturn
  0.00    0.000149           2        85           set_robust_list
  0.00    0.000129           3        43           socket
  0.00    0.000105           2        49         2 readlink
  0.00    0.000079           2        38           brk
  0.00    0.000063           4        18           prlimit64
  0.00    0.000062          62         1           sendmmsg
  0.00    0.000061           3        23        14 execve
  0.00    0.000051          17         3           unlink
  0.00    0.000050           8         6           ftruncate
  0.00    0.000045           9         5           sysinfo
  0.00    0.000045           3        15           geteuid
  0.00    0.000043           1        80         3 ioctl
  0.00    0.000038           3        15           setsockopt
  0.00    0.000036           2        15         2 getsockname
  0.00    0.000032           4         8           fchdir
  0.00    0.000022          22         1           sched_setaffinity
  0.00    0.000020           1        16           pipe
  0.00    0.000019           1        20           dup2
  0.00    0.000019           2         9           getpid
  0.00    0.000019           5         4           clock_getres
  0.00    0.000018           2         9           getcwd
  0.00    0.000017           4         4           bind
  0.00    0.000016           3         5           getsockopt
  0.00    0.000011           6         2         2 mkdir
  0.00    0.000011           1         9           arch_prctl
  0.00    0.000008           3         3           set_tid_address
  0.00    0.000008           4         2           faccessat
  0.00    0.000007           4         2           socketpair
  0.00    0.000006           1         5           chdir
  0.00    0.000006           2         3           getegid
  0.00    0.000004           2         2           getppid
  0.00    0.000002           0         5           getuid
  0.00    0.000002           1         3           getgid
  0.00    0.000000           0         1           shutdown
  0.00    0.000000           0         5           uname
------ ----------- ----------- --------- --------- ----------------
100.00  137.597924               1073446     29859 total
