% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000767           3       234        69 access
  0.00    0.000012           1         9           arch_prctl
  0.00    0.000011           3         4           bind
  0.00    0.000082           2        38           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000026           7         4           clock_getres
  0.00    0.001678          16       105           clone
  0.03    0.043529           3     13208           close
  0.00    0.002947          59        50        34 connect
  0.00    0.000286          10        28           dup2
  0.00    0.000007           0        23        14 execve
  0.00    0.000000           0         2           faccessat
  0.00    0.000052           7         8           fchdir
  0.00    0.004726           2      2927           fcntl
  0.03    0.039458           2     16735           fstat
  0.00    0.000079          13         6           ftruncate
 95.69  139.839191         696    201045     22358 futex
  0.00    0.000028           3         9           getcwd
  0.10    0.139926           7     19322           getdents
  0.00    0.000004           1         3           getegid
  0.00    0.000052           3        15           geteuid
  0.00    0.000005           2         3           getgid
  0.00    0.000017           2         9           getpid
  0.00    0.000000           0         2           getppid
  0.00    0.000317          14        23         2 getsockname
  0.00    0.000236          18        13           getsockopt
  0.00    0.000448           5        88           gettid
  0.00    0.000004           1         5           getuid
  0.00    0.000098           1        74         3 ioctl
  0.00    0.000020          10         2           kill
  0.03    0.043167           2     28004        47 lseek
  0.25    0.360634           4     88188        18 lstat
  0.00    0.002299          31        74           madvise
  0.00    0.000019          10         2         2 mkdir
  0.01    0.013229           5      2416           mmap
  0.01    0.021866           3      6774           mprotect
  0.00    0.003166           4       752           munmap
  0.04    0.061453           4     14028       694 openat
  0.00    0.000046           3        16           pipe
  0.00    0.000160           5        30           poll
  0.00    0.000760           9        86           prctl
  0.00    0.000094           5        18           prlimit64
  0.08    0.115097           3     40968           read
  0.00    0.000157           3        49         2 readlink
  2.60    3.799729        3538      1074           recvfrom
  0.01    0.008347         835        10           recvmsg
  0.00    0.000710           5       135           rt_sigaction
  0.00    0.001371           5       297           rt_sigprocmask
  0.00    0.000153           2       102           rt_sigreturn
  0.00    0.001569           9       183           sched_getaffinity
  0.00    0.000000           0         1           sched_setaffinity
  0.01    0.021779           7      2940           sched_yield
  0.00    0.000000           0         1           sendmmsg
  0.02    0.034808          33      1047           sendto
  0.00    0.000453           5        93           set_robust_list
  0.00    0.000010           3         3           set_tid_address
  0.00    0.000735          19        39           setsockopt
  0.00    0.000000           0         1           shutdown
  0.00    0.001312          27        49           socket
  0.00    0.000000           0         2           socketpair
  0.50    0.727071           4    162462      3097 stat
  0.00    0.000063          13         5           sysinfo
  0.00    0.000000           0         5           uname
  0.00    0.000014           5         3           unlink
  0.00    0.001125           6       191           utimes
  0.56    0.823176       48422        17           wait4
  0.02    0.023915           2     14388           write
------ ----------- ----------- --------- --------- ----------------
100.00  146.142493                618452     26340 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.001103           5       234        69 access
  0.00    0.000037           4         9           arch_prctl
  0.00    0.000026           7         4           bind
  0.00    0.000159           4        38           brk
  0.00    0.000013           3         5           chdir
  0.00    0.000023           6         4           clock_getres
  0.00    0.001385          13       105           clone
  0.03    0.047149           4     13209           close
  0.00    0.001290          26        50        34 connect
  0.00    0.000355          13        28           dup2
  0.00    0.000104           5        23        14 execve
  0.00    0.000017           9         2           faccessat
  0.00    0.000005           1         8           fchdir
  0.00    0.003117           1      2927           fcntl
  0.03    0.043849           3     16735           fstat
  0.00    0.000077          13         6           ftruncate
 96.04  149.946337         738    203266     22705 futex
  0.00    0.000025           3         9           getcwd
  0.09    0.142464           7     19322           getdents
  0.00    0.000006           2         3           getegid
  0.00    0.000017           1        15           geteuid
  0.00    0.000006           2         3           getgid
  0.00    0.000026           3         9           getpid
  0.00    0.000000           0         2           getppid
  0.00    0.000454          20        23         2 getsockname
  0.00    0.000083           6        13           getsockopt
  0.00    0.000481           5        88           gettid
  0.00    0.000009           2         5           getuid
  0.00    0.000498           7        74         3 ioctl
  0.00    0.000000           0         2           kill
  0.03    0.042149           2     28006        47 lseek
  0.24    0.375430           4     88188        18 lstat
  0.00    0.000852          15        57           madvise
  0.00    0.000000           0         2         2 mkdir
  0.01    0.012561           5      2395           mmap
  0.02    0.027827           4      6594           mprotect
  0.00    0.003909           5       746           munmap
  0.04    0.069291           5     14029       694 openat
  0.00    0.000076           5        16           pipe
  0.00    0.000236           8        28           poll
  0.00    0.000758           9        86           prctl
  0.00    0.000097           5        18           prlimit64
  0.08    0.118115           3     40983           read
  0.00    0.000314           6        49         2 readlink
  2.29    3.583296        3330      1076           recvfrom
  0.01    0.017504        1167        15           recvmsg
  0.00    0.000672           5       135           rt_sigaction
  0.00    0.001126           4       297           rt_sigprocmask
  0.00    0.000333           3       104           rt_sigreturn
  0.00    0.001408           8       183           sched_getaffinity
  0.00    0.000011          11         1           sched_setaffinity
  0.05    0.075857          14      5526           sched_yield
  0.00    0.000064          64         1           sendmmsg
  0.01    0.018229          17      1046           sendto
  0.00    0.000416           4        93           set_robust_list
  0.00    0.000022           7         3           set_tid_address
  0.00    0.000818          21        39           setsockopt
  0.00    0.000019          19         1           shutdown
  0.00    0.000520          11        49           socket
  0.00    0.000019          10         2           socketpair
  0.46    0.718849           4    162462      3097 stat
  0.00    0.000051          10         5           sysinfo
  0.00    0.000020           4         5           uname
  0.00    0.000007           2         3           unlink
  0.00    0.001440           8       191           utimes
