% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.032852           2     13360           close
  0.00    0.001989          23        88        73 connect
  0.00    0.000731          11        68           dup2
  0.00    0.000050           2        23        14 execve
  0.00    0.000000           0         2           faccessat
  0.00    0.000038           5         8           fchdir
  0.00    0.003499           1      3087           fcntl
  0.00    0.030559           2     16847           fstat
  0.00    0.000063          11         6           ftruncate
 90.80 21358.270077       39435    541608    185984 futex
  0.00    0.000022           2         9           getcwd
  0.00    0.103059           5     19530           getdents
  0.00    0.000000           0         3           getegid
  0.00    0.000038           3        15           geteuid
  0.00    0.000000           0         3           getgid
  0.00    0.000012           1         9           getpid
  0.00    0.000000           0         2           getppid
  0.00    0.000417           7        63         2 getsockname
  0.00    0.000204           4        53           getsockopt
  0.00    0.000399           3       128           gettid
  0.00    0.000005           1         5           getuid
  0.00    0.000054           1        71         3 ioctl
  0.00    0.037281           1     28092        47 lseek
  0.00    0.243763           3     88906        18 lstat
  0.00    0.084155         673       125           madvise
  0.00    0.000013           7         2         2 mkdir
  0.00    0.641673         242      2648           mmap
  0.01    3.254362         399      8165           mprotect
  0.00    0.018008          23       798           munmap
  0.00    0.045496           3     14140       694 openat
  0.00    0.000008           1        16           pipe
