% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000459           2       234        69 access
  0.00    0.000012           1         9           arch_prctl
  0.00    0.000004           1         3           bind
  0.00    0.000068           2        38           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000021           5         4           clock_getres
  0.00    0.001735          12       141           clone
  0.00    0.027846           2     13356           close
  0.00    0.002326          25        92        73 connect
  0.00    0.000455           7        64           dup2
  0.00    0.000024           1        23        14 execve
  0.00    0.000009           5         2           faccessat
  0.00    0.000035           4         8           fchdir
  0.00    0.010071           3      3071           fcntl
  0.00    0.025763           2     16843           fstat
  0.00    0.000125          21         6           ftruncate
 87.17 11336.797790       23976    472847    152893 futex
  0.00    0.000016           2         9           getcwd
  0.00    0.091599           5     19530           getdents
  0.00    0.000002           1         3           getegid
  0.00    0.000042           3        15           geteuid
  0.00    0.000003           1         3           getgid
  0.00    0.000020           2         9           getpid
  0.00    0.000000           0         2           getppid
  0.00    0.001540          27        58         2 getsockname
  0.00    0.002105          43        49           getsockopt
  0.00    0.000419           3       124           gettid
  0.00    0.000005           1         5           getuid
  0.00    0.000187           2        83         3 ioctl
  0.00    0.033809           1     28060        47 lseek
  0.00    0.218297           2     88871        18 lstat
  0.00    0.004697          47        99           madvise
  0.00    0.000012           6         2         2 mkdir
  0.00    0.137182          52      2645           mmap
  0.01    1.683958         209      8072           mprotect
  0.00    0.008885          11       786           munmap
  0.00    0.040458           3     14137       694 openat
  0.00    0.000011           1        16           pipe
  0.00    0.001250          16        78           poll
  0.00    0.000674           6       122           prctl
  0.00    0.000072           4        18           prlimit64
  0.00    0.077733           2     41047           read
  0.00    0.000308           6        49         2 readlink
  4.62  601.473603         602    999734           recvfrom
  0.00    0.003533         442         8           recvmsg
  0.00    0.000448           3       135           rt_sigaction
  0.00    0.001878           4       440           rt_sigprocmask
  0.00    0.006712          50       135           rt_sigreturn
  0.00    0.001297           5       255           sched_getaffinity
  0.00    0.000000           0         1           sched_setaffinity
  5.93  771.028548          17  46710770           sched_yield
  0.00    0.000000           0         1           sendmmsg
  0.85  109.982277         110   1000160           sendto
  0.00    0.000406           3       129           set_robust_list
  0.00    0.000012           4         3           set_tid_address
  0.00    0.009258          63       147           setsockopt
  0.00    0.000000           0         1           shutdown
  0.00    0.402434        4626        87           socket
  0.00    0.000000           0         2           socketpair
  0.00    0.431729           3    163230      3097 stat
  0.00    0.000062          12         5           sysinfo
  0.00    0.000010           2         5           uname
  0.00    0.000056          19         3           unlink
  0.00    0.000714           4       191           utimes
  1.41  183.228331    10778137        17           wait4
  0.00    0.097197           7     14654           write
------ ----------- ----------- --------- --------- ----------------
100.00 13005.838532              49600751    156914 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000487           2       234        69 access
  0.00    0.000000           0         9           arch_prctl
  0.00    0.000015           4         4           bind
  0.00    0.000030           1        38           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000008           2         4           clock_getres
  0.00    0.001267           9       141           clone
  0.00    0.025977           2     13358           close
  0.00    0.002429          29        84        69 connect
  0.00    0.000566           9        64           dup2
  0.00    0.000000           0        23        14 execve
  0.00    0.000000           0         2           faccessat
