% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.001936          31        62         2 getsockname
  0.00    0.000902          17        53           getsockopt
  0.00    0.000319           3        96           gettid
  0.00    0.000008           2         5           getuid
  0.00    0.000008           0        83         7 ioctl
  0.04    0.022230           1     27970        47 lseek
  0.42    0.243535           3     88438        18 lstat
  0.00    0.000462           5        85           madvise
  0.00    0.000012           6         2         2 mkdir
  0.01    0.005740           3      2205           mmap
  0.02    0.009995           2      5787           mprotect
  0.00    0.000939           1       760           munmap
  0.07    0.038302           3     14091       694 openat
  0.00    0.000020           1        16           pipe
  0.01    0.004823          71        68           poll
  0.00    0.000389           4        94           prctl
  0.00    0.000070           4        18           prlimit64
  0.09    0.052257           1     40806           read
  0.00    0.000025           1        49         2 readlink
  8.95    5.165756        3815      1354           recvfrom
  0.01    0.005604         701         8           recvmsg
  0.00    0.000165           1       127           rt_sigaction
  0.00    0.001218           3       359           rt_sigprocmask
  0.00    0.000069           1        57           rt_sigreturn
  0.00    0.000790           4       198           sched_getaffinity
  0.01    0.003825           9       439           sched_yield
  0.00    0.000000           0         1           sendmmsg
  0.10    0.060487          52      1165           sendto
  0.00    0.000370           4       101           set_robust_list
  0.00    0.000004           1         3           set_tid_address
  0.09    0.051481         324       159           setsockopt
  0.00    0.000001           1         1           shutdown
  0.07    0.039871         438        91           socket
  0.00    0.000005           3         2           socketpair
  0.90    0.518635           3    162880      3097 stat
  0.00    0.000042           8         5           sysinfo
  0.00    0.000012           2         5           uname
  0.00    0.000008           3         3           unlink
  0.00    0.000073           0       191           utimes
  0.65    0.372491       21911        17           wait4
  0.01    0.008479           1     14579           write
------ ----------- ----------- --------- --------- ----------------
100.00   57.720153                466424     12677 total
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000230           1       227        62 access
  0.00    0.000007           1         7           arch_prctl
  0.00    0.000013           3         4           bind
  0.00    0.000079           2        34           brk
  0.00    0.000000           0         5           chdir
  0.00    0.000018           5         4           clock_getres
  0.00    0.001239          11       113           clone
  0.05    0.030202           2     13317           close
  0.01    0.003427          38        90        74 connect
  0.00    0.000087           1        68           dup2
  0.00    0.000000           0        21        14 execve
  0.00    0.000000           0         2           faccessat
  0.00    0.000033           4         8           fchdir
  0.03    0.017079           6      3087           fcntl
  0.05    0.026641           2     16804           fstat
  0.00    0.000046           8         6           ftruncate
 89.81   51.623117        1004     51422      8928 futex
  0.00    0.000006           1         9           getcwd
  0.17    0.099235           5     19482           getdents
  0.00    0.000003           1         3           getegid
  0.00    0.000032           2        15           geteuid
  0.00    0.000003           1         3           getgid
  0.00    0.000020           2         9           getpid
  0.00    0.000000           0         2           getppid
  0.00    0.001327          21        63         2 getsockname
  0.01    0.005881         111        53           getsockopt
  0.00    0.000352           4        96           gettid
  0.00    0.000003           1         5           getuid
  0.00    0.000006           0        74         7 ioctl
  0.04    0.022623           1     28004        47 lseek
  0.43    0.250024           3     88440        18 lstat
  0.00    0.000995          11        94           madvise
  0.00    0.000012           6         2         2 mkdir
  0.01    0.006608           3      2257           mmap
  0.02    0.009869           2      5990           mprotect
  0.00    0.001122           1       767           munmap
  0.07    0.039743           3     14096       694 openat
  0.00    0.000021           1        16           pipe
  0.01    0.007035         101        70           poll
  0.00    0.000476           5        94           prctl
  0.00    0.000071           4        18           prlimit64
  0.09    0.054139           1     40709           read
  0.00    0.000053           1        49         2 readlink
  6.79    3.900258        2933      1330           recvfrom
  0.01    0.008349         835        10           recvmsg
  0.00    0.000376           3       127           rt_sigaction
  0.00    0.001128           3       361           rt_sigprocmask
  0.00    0.000040           1        76           rt_sigreturn
  0.00    0.000974           5       198           sched_getaffinity
  0.01    0.003136           2      1526           sched_yield
  0.00    0.000010          10         1           sendmmsg
  0.13    0.073980          63      1167           sendto
  0.00    0.000352           3       101           set_robust_list
  0.00    0.000012           4         3           set_tid_address
  0.05    0.028569         180       159           setsockopt
  0.00    0.000002           2         1           shutdown
  0.53    0.305014        3427        89           socket
  0.00    0.000034          17         2           socketpair
  0.91    0.520403           3    162884      3097 stat
  0.00    0.000053          11         5           sysinfo
  0.00    0.000011           2         5           uname
  0.00    0.000004           1         3           unlink
  0.00    0.000035           0       191           utimes
  0.75    0.428534       25208        17           wait4
  0.02    0.009273           1     14581           write
------ ----------- ----------- --------- --------- ----------------
100.00   57.482424                468476     12947 total
